request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
2041,BasicRequest,1,32280,32280,11429;-1;-1,2944;-1;-1,,,,,4909.069091272327,101601.18999999997,0:,,,,,,,,0
2507,BasicRequest,1,32280,32280,10442;-1;-1,2944;-1;-1,,,,,5244.535940600697,106231.422,0:,,,,,,,,0
2739,BasicRequest,1,32280,32280,12113;-1;-1,2944;-1;-1,,,,,4934.237766863865,105777.47900000004,0:,,,,,,,,0
329,BasicRequest,1,32280,32280,11298;-1;-1,2944;-1;-1,,,,,3650.7362038879373,71588.307,0:,,,,,,,,0
2365,BasicRequest,1,32280,32280,7906;-1;-1,2944;-1;-1,,,,,3556.9297921013917,73696.815,0:,,,,,,,,0
2655,BasicRequest,1,32280,32280,10584;-1;-1,2944;-1;-1,,,,,3524.959865950587,67715.36,0:,,,,,,,,0
2357,BasicRequest,1,32340,32340,7910;-1;-1,2944;-1;-1,,,,,3128.9521291764577,68379.567,0:,,,,,,,,0
1913,BasicRequest,1,32340,32340,7459;-1;-1,2944;-1;-1,,,,,2499.7844636262903,53472.622,0:,,,,,,,,0
2553,BasicRequest,1,32340,32340,8033;-1;-1,2944;-1;-1,,,,,2799.3566315808666,49518.706999999995,0:,,,,,,,,0
2585,BasicRequest,1,32340,32340,10528;-1;-1,2944;-1;-1,,,,,2681.268883533585,55257.706,0:,,,,,,,,0
1827,BasicRequest,1,32340,32340,3105;-1;-1,2944;-1;-1,,,,,2047.2198312212167,44733.561,0:,,,,,,,,0
2879,BasicRequest,1,32340,32340,4807;-1;-1,2944;-1;-1,,,,,1845.4694829628374,42926.090000000004,0:,,,,,,,,0
243,BasicRequest,1,32340,32340,10907;-1;-1,2944;-1;-1,,,,,1895.071123985063,38421.545999999995,0:,,,,,,,,0
2199,BasicRequest,1,32340,32340,4085;-1;-1,2944;-1;-1,,,,,1526.8457267854053,25785.518000000004,0:,,,,,,,,0
91,BasicRequest,1,32340,32340,9596;-1;-1,2944;-1;-1,,,,,1369.74343588103,28280.190000000002,0:,,,,,,,,0
2859,BasicRequest,1,32340,32340,4872;-1;-1,2944;-1;-1,,,,,1324.07426956428,27992.173000000003,0:,,,,,,,,0
1691,BasicRequest,1,31440,31440,6422;-1;-1,2944;-1;-1,,,,,513.3269872774167,8363.664999999999,0:t_wait:491.16076167535357;t_drive:543.3269872774181;fare:836,,,0,19,31931.16076167535,32474.487748952768,836,0
447,BasicRequest,1,32340,32340,3028;-1;-1,2944;-1;-1,,,,,100.0934860791131,1298.0140000000001,0:t_wait:102.26828723615472;t_drive:130.09348607911306;fare:129,,,0,21,32442.26828723615,32572.36177331526,129,0
633,BasicRequest,1,31440,31440,10011;-1;-1,2944;-1;-1,,,,,590.4850718764126,11248.866000000002,0:t_wait:539.776793506302;t_drive:620.4850718764137;fare:1124,,,0,12,31979.776793506302,32600.261865382705,1124,0
637,BasicRequest,1,31440,31440,10011;-1;-1,2944;-1;-1,,,,,590.4850718764126,11248.866000000002,0:t_wait:539.776793506302;t_drive:620.4850718764137;fare:1124,,,0,12,31979.776793506302,32600.261865382705,1124,0
997,BasicRequest,1,31440,31440,5937;-1;-1,2944;-1;-1,,,,,647.368264199565,10071.856,0:t_wait:496.6020506229106;t_drive:677.3682641995656;fare:1007,,,0,13,31936.60205062291,32613.970314822473,1007,0
378,BasicRequest,1,32400,32400,2944;-1;-1,3007;-1;-1,,,,,181.33594534807477,2678.7919999999995,0:t_wait:0;t_drive:211.33594534807344;fare:267,,,0,22,32400.0,32611.33594534807,267,0
2781,BasicRequest,1,30540,30540,5574;-1;-1,2944;-1;-1,,,,,1039.4712364939633,18511.566,0:t_wait:1047.7339736502254;t_drive:1069.4712364939624;fare:1851,,,0,3,31617.733973650218,32687.205210144173,1851,0
2785,BasicRequest,1,31440,31440,5574;-1;-1,2944;-1;-1,,,,,1039.4712364939633,18511.566,0:t_wait:147.7339736502181;t_drive:1069.4712364939624;fare:1851,,,0,3,31617.733973650218,32687.205210144173,1851,0
2817,BasicRequest,1,31440,31440,5910;-1;-1,2944;-1;-1,,,,,955.7713256717296,16839.322,0:t_wait:59.16931704027593;t_drive:1188.0358931039045;fare:1683,,,0,3,31499.169317040276,32687.205210144173,1683,0
355,BasicRequest,1,32340,32340,3007;-1;-1,2944;-1;-1,,,,,202.89709096773998,2855.8479999999995,0:t_wait:181.33594534807344;t_drive:232.89709096774095;fare:285,,,0,11,32521.33594534807,32754.233036315807,285,0
359,BasicRequest,1,32340,32340,3007;-1;-1,2944;-1;-1,,,,,202.89709096773998,2855.8479999999995,0:t_wait:181.33594534807344;t_drive:232.89709096774095;fare:285,,,0,11,32521.33594534807,32754.233036315807,285,0
367,BasicRequest,1,32340,32340,3007;-1;-1,2944;-1;-1,,,,,202.89709096773998,2855.8479999999995,0:t_wait:181.33594534807344;t_drive:232.89709096774095;fare:285,,,0,11,32521.33594534807,32754.233036315807,285,0
373,BasicRequest,1,32340,32340,3007;-1;-1,2944;-1;-1,,,,,202.89709096773998,2855.8479999999995,0:t_wait:181.33594534807344;t_drive:232.89709096774095;fare:285,,,0,11,32521.33594534807,32754.233036315807,285,0
1771,BasicRequest,1,31440,31440,2967;-1;-1,2944;-1;-1,,,,,566.7748615940052,9249.51,0:t_wait:580.4533852657623;t_drive:596.7748615940036;fare:924,,,0,14,32020.453385265762,32751.60729200741,924,0
907,BasicRequest,1,31440,31440,6828;-1;-1,2944;-1;-1,,,,,451.2629379925437,5942.573,0:t_wait:758.1953150429217;t_drive:481.262937992542;fare:594,,,0,14,32198.19531504292,32751.60729200741,594,0
927,BasicRequest,1,31440,31440,6828;-1;-1,2944;-1;-1,,,,,451.2629379925437,5942.573,0:t_wait:758.1953150429217;t_drive:481.262937992542;fare:594,,,0,14,32198.19531504292,32751.60729200741,594,0
1595,BasicRequest,1,31440,31440,2950;-1;-1,2944;-1;-1,,,,,418.44447833296726,6394.414000000001,0:t_wait:863.1628136744439;t_drive:448.44447833296726;fare:639,,,0,14,32303.162813674448,32751.60729200741,639,0
556,BasicRequest,1,32400,32400,2944;-1;-1,11009;-1;-1,,,,,410.90415012043945,6259.536000000001,0:t_wait:0;t_drive:440.90415012044105;fare:625,,,0,23,32400,32840.90415012044,625,0
1508,BasicRequest,1,32400,32400,2944;-1;-1,3019;-1;-1,,,,,440.270118908874,6830.7,0:t_wait:0;t_drive:470.2701189088766;fare:683,,,0,29,32400,32870.27011890887,683,0
527,BasicRequest,1,31440,31440,6832;-1;-1,2944;-1;-1,,,,,306.3295150961244,4342.722000000001,0:t_wait:1151.2401313762712;t_drive:336.32951509612394;fare:434,,,0,15,32591.24013137627,32927.569646472395,434,0
1383,BasicRequest,1,31440,31440,3013;-1;-1,2944;-1;-1,,,,,592.6384329904115,9171.830999999998,0:t_wait:643.2807026450828;t_drive:622.6384329904104;fare:917,,,0,16,32083.280702645076,32928.8992915422,917,0
815,BasicRequest,1,31440,31440,9939;-1;-1,2944;-1;-1,,,,,467.5412290086855,8034.595999999999,0:t_wait:945.1080987192363;t_drive:497.54122900868606;fare:803,,,0,16,32385.108098719236,32928.8992915422,803,0
779,BasicRequest,1,32340,32340,9939;-1;-1,2944;-1;-1,,,,,467.5412290086855,8034.595999999999,0:t_wait:45.10809871923266;t_drive:497.5412290086824;fare:803,,,0,16,32385.108098719236,32928.8992915422,803,0
581,BasicRequest,1,32340,32340,3042;-1;-1,2944;-1;-1,,,,,222.23758763526882,3642.5239999999994,0:t_wait:336.66170390691696;t_drive:252.23758763526712;fare:364,,,0,16,32676.66170390692,32928.8992915422,364,0
1226,BasicRequest,1,32400,32400,2944;-1;-1,10085;-1;-1,,,,,466.5548553589892,7150.835000000001,0:t_wait:0;t_drive:496.5548553589906;fare:715,,,0,25,32400.0,32896.55485535898,715,0
894,BasicRequest,1,32400,32400,2944;-1;-1,6828;-1;-1,,,,,451.0058960502598,5946.072,0:t_wait:0;t_drive:481.00589605025743;fare:594,,,0,26,32400.0,32881.005896050265,594,0
896,BasicRequest,1,32400,32400,2944;-1;-1,6828;-1;-1,,,,,451.0058960502598,5946.072,0:t_wait:0;t_drive:481.00589605025743;fare:594,,,0,26,32400.0,32881.005896050265,594,0
